ID	Quotation Name	Document	Document Groups	Quotation Content	Codes	Autore-i	Riferimento-Bibliografico	Link
227:5	OBSERVATION. Mad. Mariana Starke conseille à ceux qui mènent leurs enf…	LET_Starke_1833-1834_312	FR  all-doc	OBSERVATION. Mad. Mariana Starke conseille à ceux qui mènent leurs enfans en Italie, pour y faire leur éducation, de les placer à Bologne, où l’on trouve des professeurs distingués.	LINGUA::French  LU::Di-Studio::Università  LU::Zona-Unviersitaria::Università  TEM::Università-Docenti	Starke, Richard et Mariana	Starke, Richard et Mariana (1833-1834), Guide du voyageur en Italie.	https://books.google.it/books?id=dhJVQaTSe6YC&pg=PA163&lpg=PA163&dq=guide+d%27italie&source=bl&ots=clfuMcE7mX&sig=ACfU3U20N87Y8GLO-W8rFyISEkkhnkPodA&hl=it&sa=X&ved=2ahUKEwjQ18WkhdjlAhXK0qQKHSl6Ado4ChDoATACegQICRAB#v=onepage&q=bologne&f=false
228:1	Écrire l'histoire des Carrache et de ceux qui les ont imités, c'est pr…	LET_Stendhal_1932_287	FR  all-doc	Écrire l'histoire des Carrache et de ceux qui les ont imités, c'est presque écrire l'histoire de la peinture dans toute l'Italie, pendant les deux derniers siècles. Nous verrons dans toutes les écoles dont nous tracerons l'histoire que les Carrache eux-mêmes, ou leurs élèves, ou au moins les élèves de ces derniers, sont venus renverser les maximes à la mode et en introduire de nouvelles.	ART::Carracci-Agostino  ART::Carracci-Annibale  ART::Carracci-Fratelli  ART::Carracci-Ludovico  ART::Scuola-Bolognese  LINGUA::French  OPA::Pittura::Pittura  TEM::Persone famose	Stendhal	Stendhal (1932), Écoles italiennes de peinture.	https://gallica.bnf.fr/ark:/12148/bpt6k68894/f378.image.r=stendhal%20%C3%A9cole%20de%20bologne
228:2	La lenteur apparente qu'on lui reprochait n'était pas l'effet d'un pet…	LET_Stendhal_1932_287	FR  all-doc	La lenteur apparente qu'on lui reprochait n'était pas l'effet d'un petit esprit, mais d'une pénétration profonde. Il craignait l'idéal comme un écueil, où un si grand nombre de ses contemporains avaient échoué. Il cherchait la nature en tout, il ne traçait pas une ligne sans s'en demander raison à lui-même. Il croyait qu'un jeune homme devait, avant tout, faire bien, jusqu'à ce que le bien-faire étant devenu une habitude, cette habitude lui donnât les moyens de faire vite.	ART::Carracci-Ludovico  ART::Scuola-Bolognese  LINGUA::French  OPA::Pittura::Pittura	Stendhal	Stendhal (1932), Écoles italiennes de peinture.	https://gallica.bnf.fr/ark:/12148/bpt6k68894/f378.image.r=stendhal%20%C3%A9cole%20de%20bologne
228:3	Ils ouvrirent dans leur maison une Académie de peinture qu’ils appelèr…	LET_Stendhal_1932_287	FR  all-doc	Ils ouvrirent dans leur maison une Académie de peinture qu’ils appelèrent des incamminati (c'est-à-dire des acheminés). Ils la fournirent de plâtres, de dessins et d'estampes, comme l'étaient les ateliers de leurs rivaux. Ils réunirent leurs dessins et leurs livres. On a conservé le Tacite qu'Augustin y plaça pour l'instruction de ses élèves. Il est rempli de notes écrites de sa main. Ils y donnèrent ou y firent donner des leçons de nu, de perspective, d'anatomie et de toutes les parties de l'art.	ART::Carracci-Agostino  ART::Carracci-Annibale  ART::Carracci-Fratelli  ART::Carracci-Ludovico  ART::Scuola-Bolognese  LINGUA::French  LU::Accademie::Accademia Incamminati  LU::Storico-Culturale::Accademie  OPA::Pittura::Pittura	Stendhal	Stendhal (1932), Écoles italiennes de peinture.	https://gallica.bnf.fr/ark:/12148/bpt6k68894/f378.image.r=stendhal%20%C3%A9cole%20de%20bologne
228:4	Il avait un oncle paternel tailleur de sa profession. Ce tailleur avai…	LET_Stendhal_1932_287	FR  all-doc	Il avait un oncle paternel tailleur de sa profession. Ce tailleur avait des succès dans son métier, avait beaucoup d'accès auprès de la noblesse et des citoyens de Bologne, qui se servaient de lui. Il leur parlait des voyages de son jeune neveu, les engageait à prendre de ses ouvrages, leur promettait qu'ils seraient servis rapidement et à bon compte. Ce tailleur avait deux fils nommés Augustin et Annibal.	ART::Carracci-Agostino  ART::Carracci-Annibale  ART::Carracci-Fratelli  ART::Carracci-Ludovico  LINGUA::French  OPA::Pittura::Pittura	Stendhal	Stendhal (1932), Écoles italiennes de peinture.	https://gallica.bnf.fr/ark:/12148/bpt6k68894/f378.image.r=stendhal%20%C3%A9cole%20de%20bologne
228:5	Longtemps après, Louis Carrache, déjà vieux, avait coutume de dire qu'…	LET_Stendhal_1932_287	FR  all-doc	Longtemps après, Louis Carrache, déjà vieux, avait coutume de dire qu'il n'avait pas rencontré, pendant tant d'années consacrées à l'enseignement, un seul élève qui eût des dispositions aussi grandes pour le dessin. Augustin apprenait le métier d'orfèvre et ainsi avait déjà quelques idées de la gravure. Annibal était ouvrier de son père et l'aidait dans sa boutique de tailleur. Ils avaient des caractères et des manières différentes et ne pouvaient se souffrir.	ART::Carracci-Agostino  ART::Carracci-Annibale  ART::Carracci-Fratelli  ART::Carracci-Ludovico  LINGUA::French	Stendhal	Stendhal (1932), Écoles italiennes de peinture.	https://gallica.bnf.fr/ark:/12148/bpt6k68894/f378.image.r=stendhal%20%C3%A9cole%20de%20bologne
228:6	Les historiens contemporains nous disent qu'Augustin (né en 1558, mort…	LET_Stendhal_1932_287	FR  all-doc	Les historiens contemporains nous disent qu'Augustin (né en 1558, mort en 1602), qui était l'aîné, prétendait être supérieur à son frère, sur lequel il affectait un certain empire. Il était aidé par la promptitude de son esprit et par une instruction variée qui, dès sa plus tendre jeunesse, lui donna beaucoup de considération. Il raisonnait également bien des maximes de la philosophie, des aphorismes de la médecine, des démonstrations mathématiques et des observations astrologiques.	ART::Carracci-Agostino  ART::Carracci-Fratelli  LINGUA::French	Stendhal	Stendhal (1932), Écoles italiennes de peinture.	https://gallica.bnf.fr/ark:/12148/bpt6k68894/f378.image.r=stendhal%20%C3%A9cole%20de%20bologne
228:7	Annibal (né en 1560, mort en 1609), au contraire, qui, ayant à peine a…	LET_Stendhal_1932_287	FR  all-doc	Annibal (né en 1560, mort en 1609), au contraire, qui, ayant à peine appris à lire et à écrire, avait été pris par son père pour l'aider dans sa boutique et n'avait jamais connu que l'aiguille et les pinceaux, enviant les qualités brillantes de son frère, ne trouvait d'autre moyen de conserver son indépendance que de feindre du mépris pour des avantages qu'il ne pouvait avoir.	ART::Carracci-Annibale  ART::Carracci-Fratelli  LINGUA::French	Stendhal	Stendhal (1932), Écoles italiennes de peinture.	https://gallica.bnf.fr/ark:/12148/bpt6k68894/f378.image.r=stendhal%20%C3%A9cole%20de%20bologne
230:1	Le Guerchin est de tous les élèves célèbres des Carraches, celui qui l…	LET_Taillasson_Guerchin_1807_289	FR  all-doc	Le Guerchin est de tous les élèves célèbres des Carraches, celui qui leur ressemble le moins ; il ne ressemble pas davantage à ceux qui ont étudié dans la même École ; il tient bien plus de Michel-Ange de Caravage, dont la manière forte, long-temps à la mode, fut imitée par beaucoup de peintres ses contemporains.	ART::Guercino  ART::Scuola-Bolognese  LINGUA::French  OPA::Pittura::Pittura  TEM::Persone famose	Taillasson, Jean-Joseph	Taillasson, Jean-Joseph (1807), Observations sur quelques grands peintres.	https://fr.wikisource.org/wiki/Observations_sur_quelques_grands_peintres/Le_Guerchin
230:2	Instruit par les Carraches, inspiré par le Caravage, et par la nature,…	LET_Taillasson_Guerchin_1807_289	FR  all-doc	Instruit par les Carraches, inspiré par le Caravage, et par la nature, entraîné par son propre génie, le Guerchin se forma une manière nouvelle, avec laquelle il a fait un grand nombre de tableaux, qui l’ont placé parmi les peintres fameux.	ART::Guercino  ART::Scuola-Bolognese  LINGUA::French  OPA::Pittura::Pittura	Taillasson, Jean-Joseph	Taillasson, Jean-Joseph (1807), Observations sur quelques grands peintres.	https://fr.wikisource.org/wiki/Observations_sur_quelques_grands_peintres/Le_Guerchin
230:3	Une couleur vigoureuse, monotone, et tendant au noir et au violet, une…	LET_Taillasson_Guerchin_1807_289	FR  all-doc	Une couleur vigoureuse, monotone, et tendant au noir et au violet, une exécution facile, pleine de feu et de vérité, sont les principaux caractères de son originalité. Il est du nombre des peintres qui faisoient tout d’après nature, et copioient leurs modèles, comme s’ils eussent voulu faire leurs portraits, sans trop penser aux rôles qu’ils devoient jouer. Il est du nombre de ceux dans les ouvrages desquels on reconnoît l’acteur bien plus que le personnage qu’il représente.	ART::Guercino  ART::Scuola-Bolognese  LINGUA::French  OPA::Pittura::Pittura	Taillasson, Jean-Joseph	Taillasson, Jean-Joseph (1807), Observations sur quelques grands peintres.	https://fr.wikisource.org/wiki/Observations_sur_quelques_grands_peintres/Le_Guerchin
230:4	Il composoit facilement, mais sans élévation ; l’art disposoit ses ord…	LET_Taillasson_Guerchin_1807_289	FR  all-doc	Il composoit facilement, mais sans élévation ; l’art disposoit ses ordonnances, et presque jamais le sentiment et l’enthousiasme. S’il avoit beaucoup de chaleur dans l’exécution, il en avoit peu dans la pensée. Cependant ses sujets de dévotion ont souvent de la dignité, de l’onction, et l’on y retrouve la piété de leur auteur. Il avoit quelquefois de l’expression, de la noblesse et une sorte de grandeur ; mais ce ne sont pas les parties qui le caractérisent, et celles dont il s’occupoit le plus. Toute l’énergie de son sentiment se portoit vers l’imitation de la nature.	ART::Guercino  ART::Scuola-Bolognese  LINGUA::French  OPA::Pittura::Pittura	Taillasson, Jean-Joseph	Taillasson, Jean-Joseph (1807), Observations sur quelques grands peintres.	https://fr.wikisource.org/wiki/Observations_sur_quelques_grands_peintres/Le_Guerchin
231:1	Elle est debout, entourée de quatre personnages debout, et au-dessus d…	LET_Taine_1866_290	FR  all-doc	Elle est debout, entourée de quatre personnages debout, et au-dessus d’eux, dans le ciel, les anges chantent d’après un livre ; rien de plus : on voit qu’il ne poursuit point les attitudes variées ni l’intérêt dramatique ; nulle recherche ou effet de coloris ; un ton rougeâtre, d’une force et d’une simplicité admirables, enveloppe toute la peinture. Tout le mérite est dans l’espèce et la qualité des-personnages ; couleur, draperie, gestes, le reste est là comme un accompagnement grave et sobre qui ne fait que soutenir la solidité du corps et la noblesse du type.	ART::Sanzio-Raffaello  LINGUA::French  LU::Musei::Pinacoteca  OPA::Dipinto::Dipinto  OPA::Dipinto::Estasi-di-Santa-Cecilia  OPA::Dipinto::Santa-Cecilia  OPA::Pittura::Pittura	Taine, Hippolyte	Taine, Hippolyte (1866), Revue des Deux Mondes.	https://fr.wikisource.org/wiki/L%E2%80%99Italie_et_la_Vie_italienne,_souvenirs_de_voyage/08
231:2	Comment définir ce type ? La sainte n’est ni angélique ni extatique. C…	LET_Taine_1866_290	FR  all-doc	Comment définir ce type ? La sainte n’est ni angélique ni extatique. C’est une forte et saine jeune fille, bien membrée et bien portante, au sang abondant et chaud, dorée par le soleil italien d’une franche et belle couleur. A sa gauche, une autre jeune fille moins robuste et plus jeune a plus d’innocence, mais sa pureté n’est encore que du calme. A mon sens, si honnêtes et si chastes qu’elles soient, elles le sont moins par tempérament que par adolescence : leur tête placide n’a pas encore pensé ; leur paix est celle de l’ignorance. Et comme avec Raphaël il faut aller, pour trouver des comparaisons, jusqu’aux sommets de l’idéal, je dirai qu’à mes yeux deux types seulement surpassent les siens, l’un, qui est celui des déesses grecques, l’autre, qui est celui de certaines jeunes filles du nord. Avec la même perfection de structure et la même sérénité d’âme, elles ont quelque chose de plus : les premières, la souveraine fierté des races aristocratiques ; les autres, la souveraine pureté du tempérament spiritualiste.	ART::Sanzio-Raffaello  LINGUA::French  LU::Musei::Pinacoteca  OPA::Dipinto::Dipinto  OPA::Dipinto::Estasi-di-Santa-Cecilia  OPA::Dipinto::Santa-Cecilia  OPA::Pittura::Pittura	Taine, Hippolyte	Taine, Hippolyte (1866), Revue des Deux Mondes.	https://fr.wikisource.org/wiki/L%E2%80%99Italie_et_la_Vie_italienne,_souvenirs_de_voyage/08
231:3	Il fait tort à ses successeurs, aux Bolonais qui remplissent la galeri…	LET_Taine_1866_290	FR  all-doc	Il fait tort à ses successeurs, aux Bolonais qui remplissent la galerie. Quand du tableau de Raphaël on passe à leurs peintures, il semble que d’un écrivain simple on arrive à des rhéteurs. Ils cherchent des effets, ils font des phrases, ils ne savent plus parler correctement leur langue ; ils forcent ou faussent le sens des mots ; ils raffinent et ils exagèrent ; l’ambition de leur style fait contraste avec la mollesse de leur pensée et avec la négligence de leur diction. Et cependant ce sont des travailleurs zélés, des restaurateurs de la langue.	ART::Sanzio-Raffaello  ART::Scuola-Bolognese  LINGUA::French  LU::Musei::Pinacoteca  OPA::Dipinto::Dipinto  OPA::Pittura::Pittura	Taine, Hippolyte	Taine, Hippolyte (1866), Revue des Deux Mondes.	https://fr.wikisource.org/wiki/L%E2%80%99Italie_et_la_Vie_italienne,_souvenirs_de_voyage/08
231:4	Il y a ici treize grands tableaux de Louis Carrache, entre autres une…	LET_Taine_1866_290	FR  all-doc	Il y a ici treize grands tableaux de Louis Carrache, entre autres une Nativité de saint Jean-Baptiste et une Transfiguration sur le mont Thabor. On n’imagine guère de personnages plus déclamatoires que les trois corps d’apôtres à demi renversés ; surtout celui dont on voit l’épaule nue ; ce sont des colosses faits trop vite, sans substance ni solidité. Son neveu Augustin est meilleur peintre, et sa Communion de saint Jérôme a fourni les principaux traits au tableau semblable du Dominiquin ; mais, comme son oncle, il subordonne le fond à l’accessoire, la vérité à l’effet, les corps et les tons au mouvement et à l’expression. Le second neveu, Annibal Carrache, est le plus habile de tous. Deux de ses tableaux, qui représentent la Vierge dans sa gloire, conviennent à la piété sentimentale du siècle. Le clair-obscur qu’il emploie, la multitude des teintes noyées les unes dans les autres caressent les émotions ambiguës de la dévotion molle.	ART::Carracci-Agostino  ART::Carracci-Annibale  ART::Carracci-Fratelli  ART::Carracci-Ludovico  ART::Scuola-Bolognese  LINGUA::French  LU::Musei::Pinacoteca  OPA::Dipinto::Dipinto  OPA::Pittura::Pittura	Taine, Hippolyte	Taine, Hippolyte (1866), Revue des Deux Mondes.	https://fr.wikisource.org/wiki/L%E2%80%99Italie_et_la_Vie_italienne,_souvenirs_de_voyage/08
233:1	Les professeurs de l'université de Bologne, qui, du temps de Lalande,…	LET_Valery_1835_291	FR  all-doc	Les professeurs de l'université de Bologne, qui, du temps de Lalande, avaient cent écus par an, sont aujourd'hui moins mal rétribués, la ville leur accordant un supplément de traitement ; mais la plupart trouveraient à l'étranger un sort plus brillant : ils préfèrent ne point quitter leur ville natale, et leur enseignement est encore du patriotisme.	LINGUA::French  LU::Zona-Unviersitaria::Università  TEM::Università-Docenti	Valery, Antoine-Claude	Valery, Antoine-Claude (1835), Voyages historiques et littéraires en Italie pendant les années 1826, 1827 et 1828, ou l'indicateur italien.	https://gallica.bnf.fr/ark:/12148/bpt6k1063616/f189.image.r=Voyages%20historiques%20et%20littéraires%20en%20Italie%20pendant%20les%20années%201826,%201827%20et%201828%20ou%20l'indicateur%20italien
233:2	L'université de Bologne, dont la façade est de Pellegrini, et la grand…	LET_Valery_1835_291	FR  all-doc	L'université de Bologne, dont la façade est de Pellegrini, et la grande et belle cour de Barthélemi Triachini est décorée avec ce luxe des arts commun en Italie, jusque dans les colléges : les peintures du cabinet de physique, par Nicolas dell'Abate, ont la grâce du Parmesan, et les belles fresques de Pellegrini dans le Loggiato méritèrent d'être imitées par les Carraches. Ainsi cette docte université n'a point été non plus étrangère aux progrès de la peinture.	ART::Parmigianino  ART::Pellegrino-Tibaldi  ART::Triachini-Bartolomeo  LINGUA::French  LU::All'Aperto::Cortile  LU::Di-Studio::Università  LU::Zona-Unviersitaria::Università  OPA::Architettura::Architettura  OPA::Architettura::Facciata  OPA::Pittura::Affresco  OPA::Pittura::Pittura	Valery, Antoine-Claude	Valery, Antoine-Claude (1835), Voyages historiques et littéraires en Italie pendant les années 1826, 1827 et 1828, ou l'indicateur italien.	https://gallica.bnf.fr/ark:/12148/bpt6k1063616/f189.image.r=Voyages%20historiques%20et%20littéraires%20en%20Italie%20pendant%20les%20années%201826,%201827%20et%201828%20ou%20l'indicateur%20italien
233:3	Le Jardin botanique est dû aux Français ; il a de belles serres, et le…	LET_Valery_1835_291	FR  all-doc	Le Jardin botanique est dû aux Français ; il a de belles serres, et le nombre des espèces s'élève, dit-on, aujourd'hui à plus de cinq mille. Le jardin Agrario, autre création des Français, fut très convenablement établi dans une ville qui, outre ses vieux titres de docte, de mère des études, rappelés ci-dessus, avait aussi le surnom de grasse, à cause de la fertilité de son territoire. L'ancien Palazzino della Viola, jadis pavillon d'Alexandre Bentivoglio et de Ginevra Sforze son épouse, est destiné aux leçons. Il offre trois admirables fresques d'Innocent d'Imola, représentant Diane et Endymion ; Actéon changé en cerf ; Marsyas, Apollon et Cybèle : aucune société d'agriculture n'a certes dans le lieu de ses séances des figures aussi gracieuses. Le cours d'agriculture paraît fort peu fréquenté, et d'après les réglemens universitaires, il n'est point obligatoire.	ART::Innocenzo-da-Imola  LINGUA::French  LU::All'Aperto::Orto-Botanico  OPA::Pittura::Affresco  OPA::Pittura::Pittura	Valery, Antoine-Claude	Valery, Antoine-Claude (1835), Voyages historiques et littéraires en Italie pendant les années 1826, 1827 et 1828, ou l'indicateur italien.	https://gallica.bnf.fr/ark:/12148/bpt6k1063616/f189.image.r=Voyages%20historiques%20et%20littéraires%20en%20Italie%20pendant%20les%20années%201826,%201827%20et%201828%20ou%20l'indicateur%20italien
233:4	La méridienne de S.-Pétrone, substituée par Cassini à celle du P. Igna…	LET_Valery_1835_291	FR  all-doc	La méridienne de S.-Pétrone, substituée par Cassini à celle du P. Ignace Danti, et rendue encore plus précise en 1778, par Eustache Zanotti, autre illustre Bolonais, est un monument scientifique qui honore Bologne et contraste encore avec les souvenirs et l'éclat de sa vieille basilique.	LINGUA::French  LU::Di-Culto::Basilica  LU::Di-Culto::Basilica-Di-San-Petronio  LU::Di-Culto::Basilica-San-Petronio  LU::Di-Culto::Chiese-Cattedrali-Cappelle  LU::Di-Culto::San-Petronio  LU::Di-Culto::San-Petronio-Meridiana  PERS::Cassini-Giovanni  PERS::Zanotti-Eustachio	Valery, Antoine-Claude	Valery, Antoine-Claude (1835), Voyages historiques et littéraires en Italie pendant les années 1826, 1827 et 1828, ou l'indicateur italien.	https://gallica.bnf.fr/ark:/12148/bpt6k1063616/f189.image.r=Voyages%20historiques%20et%20littéraires%20en%20Italie%20pendant%20les%20années%201826,%201827%20et%201828%20ou%20l'indicateur%20italien
233:5	La superbe chapelle du Rosaire offre réunis deux tombeaux dont l'impre…	LET_Valery_1835_291	FR  all-doc	La superbe chapelle du Rosaire offre réunis deux tombeaux dont l'impression est bien différente de celle que produisent les dépouilles de Taddeo Pepoli et du roi Enzius ; ils renferment les cendres du Guide et de son élève bien aimée, Élisabeth Sirani, grand peintre, femme irréprochable, morte à vingt-six ans de poison, et digne de son maître par la grâce et la force de son talent.	ART::Reni-Guido  ART::Sirani-Elisabetta  LINGUA::French  LU::Di-Culto::Basilica  LU::Di-Culto::Basilica-Di-San-Domenico  LU::Di-Culto::Basilica-San-Domenico  LU::Di-Culto::Chiese-Cattedrali-Cappelle  OPA::Tomba::Tomba	Valery, Antoine-Claude	Valery, Antoine-Claude (1835), Voyages historiques et littéraires en Italie pendant les années 1826, 1827 et 1828, ou l'indicateur italien.	https://gallica.bnf.fr/ark:/12148/bpt6k1063616/f189.image.r=Voyages%20historiques%20et%20littéraires%20en%20Italie%20pendant%20les%20années%201826,%201827%20et%201828%20ou%20l'indicateur%20italien
233:6	L'antique église de S.-Jean in Monte a été complètement modernisée en…	LET_Valery_1835_291	FR  all-doc	L'antique église de S.-Jean in Monte a été complètement modernisée en 1824. Un S. François, du Guerchin, adorant le Crucifix, est d'un admirable effet : le crucifix est à terre ; cette adoration en bas est singulièrement neuve et profonde. Une vieille Madone, fresque détachée, antérieure à l'an 1000, ainsi que le constatent quelques pièces authentiques ; une autre Madone, de Lippo Dalmasio, contrastent avec les réparations nouvelles.	ART::Guercino  ART::Lippo-Dalmasio  ESPERIENZA::Stupore  LINGUA::French  LU::Di-Culto::Chiesa  LU::Di-Culto::Chiesa-di-San-Giovanni-in-Monte  LU::Di-Culto::Chiese-Cattedrali-Cappelle  OPA::Pittura::Affresco  OPA::Pittura::Madonna  OPA::Pittura::Pittura  OPA::Scultura::Scultura	Valery, Antoine-Claude	Valery, Antoine-Claude (1835), Voyages historiques et littéraires en Italie pendant les années 1826, 1827 et 1828, ou l'indicateur italien.	https://gallica.bnf.fr/ark:/12148/bpt6k1063616/f189.image.r=Voyages%20historiques%20et%20littéraires%20en%20Italie%20pendant%20les%20années%201826,%201827%20et%201828%20ou%20l'indicateur%20italien
233:7	L'Observatoire élevé par le général comte Marsigli, dans le palais qui…	LET_Valery_1835_291	FR  all-doc	L'Observatoire élevé par le général comte Marsigli, dans le palais qui porte son nom, subsiste encore ; il constate les goûts, la passion et les habitudes scientifiques de cet homme illustre et modeste.	LINGUA::French  LU::Accademie::Accademia-delle-Scienze-Istituto-di-Bologna  LU::Di-Studio::Istituto  PERS::Marsili-Ferdinando-Luigi	Valery, Antoine-Claude	Valery, Antoine-Claude (1835), Voyages historiques et littéraires en Italie pendant les années 1826, 1827 et 1828, ou l'indicateur italien.	https://gallica.bnf.fr/ark:/12148/bpt6k1063616/f189.image.r=Voyages%20historiques%20et%20littéraires%20en%20Italie%20pendant%20les%20années%201826,%201827%20et%201828%20ou%20l'indicateur%20italien
233:8	Le Collège des Flamands, institution singulière, dans lequel sont enco…	LET_Valery_1835_291	FR  all-doc	Le Collège des Flamands, institution singulière, dans lequel sont encore élevés quatre jeunes gens de Bruxelles choisis par la compagnie des orfèvres de la paroisse Ste.-Marie de la chapelle de la même ville, offre un très beau portrait du fondateur Jean Jacobs, orfèvre flamand, par le Guide, son ami.	LINGUA::French  LU::Di-Studio::Collegio-dei-Fiamminghi	Valery, Antoine-Claude	Valery, Antoine-Claude (1835), Voyages historiques et littéraires en Italie pendant les années 1826, 1827 et 1828, ou l'indicateur italien.	https://gallica.bnf.fr/ark:/12148/bpt6k1063616/f189.image.r=Voyages%20historiques%20et%20littéraires%20en%20Italie%20pendant%20les%20années%201826,%201827%20et%201828%20ou%20l'indicateur%20italien
235:1	Né a Bologne vers le milieu du quinzième siècle, d'abord orfèvre, grav…	LET_Viardot_1852_315	FR  all-doc	Né a Bologne vers le milieu du quinzième siècle, d'abord orfèvre, graveur de médailles et directeur de la Monnaie, Francia, qui étudiait secrètement sous le vieux Marco Zoppo, produisit tout à coup aux yeux étonnés de ses contemporains un excellent tableau qu'il avait modestement signé Franciscus Francia aurifex. C'était en 1490, et l'artiste, né en 1450, avait déjà quarante ans. Les louanges méritées qu'il reçût lui firent promptement ajouter l'état de peintre à celui d'orfèvre, qu'il continua pourtant, signant, par un juste retour, ses pièces d'orfèvrerie du nom de Francia pictor. Il devint maître aussi, et les deux ou trois générations d'élèves qui lui ont succédé forment l'école de Bologne.	ART::Francia-Francesco  ART::Scuola-Bolognese  LINGUA::French	Viardot, Louis	Viardot, Louis (1852), Les Musées d’Italie, Guide et Memento de l’artiste et du voyageur.	https://books.google.it/books?id=RZQ-AAAAcAAJ&dq=mus%C3%A9e%20de%20bologne&lr&hl=it&pg=PA100#v=onepage&q=bologne&f=false
235:2	Son style, toutefois, changé et renouvelé par les Carraches, est fort…	LET_Viardot_1852_315	FR  all-doc	Son style, toutefois, changé et renouvelé par les Carraches, est fort différent de celui qu'adoptèrent dans la suite les élèves sortis de son école. Pour faire connaître et apprécier Francia, je ne puis mieux m'y prendre qu'en citant l'opinion de Raphaël, qui, dans une lettre écrite en 1508, compare Francia à son maître Pérugin et au Vénitien Giovanni Bellini. J'oserai toutefois faire un petit amendement au jugement porté par Raphaël.	ART::Francia-Francesco  ART::Sanzio-Raffaello  ART::Scuola-Bolognese  LINGUA::French	Viardot, Louis	Viardot, Louis (1852), Les Musées d’Italie, Guide et Memento de l’artiste et du voyageur.	https://books.google.it/books?id=RZQ-AAAAcAAJ&dq=mus%C3%A9e%20de%20bologne&lr&hl=it&pg=PA100#v=onepage&q=bologne&f=false
235:3	Raphaël avait une plus grande opinion de ce vieux maître. II l'aimait,…	LET_Viardot_1852_315	FR  all-doc	Raphaël avait une plus grande opinion de ce vieux maître. II l'aimait, le consultait, lui écrivait souvent, et, quand il envoya sa Sainte-Cécile à Bologne, il pria modestement Francia de la corriger, s'il lui trouvait des défauts. Vasari a rapporté que le vieillard mourut d'affliction, de jalousie, en voyant l'œuvre et la supériorité du jeune homme. Mais il s'est trompé ; Francia vivait encore quelques années après, comme l'a prouvé Malvasia, qui a ainsi vengé son compatriote de l'accusation du Florentin.	ART::Francia-Francesco  ART::Sanzio-Raffaello  ART::Scuola-Bolognese  LINGUA::French  OPA::Dipinto::Estasi-di-Santa-Cecilia	Viardot, Louis	Viardot, Louis (1852), Les Musées d’Italie, Guide et Memento de l’artiste et du voyageur.	https://books.google.it/books?id=RZQ-AAAAcAAJ&dq=mus%C3%A9e%20de%20bologne&lr&hl=it&pg=PA100#v=onepage&q=bologne&f=false
235:4	On lui a bien reproché d'avoir donné à ses ombres un degré de force qu…	LET_Viardot_1852_315	FR  all-doc	On lui a bien reproché d'avoir donné à ses ombres un degré de force qui les porte souvent presque jusqu'au noir, comme ont fait Caravage et Ribera ; mais il faut convenir que, même dans ces ombres noires, personne n'a mis autant de transparence et de légèreté que Guerchin. D'autres ont fait avec justesse cette observation, qu'à voir de quelle manière, dans les tableaux de Guerchin, la lumière descend et se répand sur tous les objets qu'elle colore, enveloppe et pénètre pour ainsi dire, on pourrait croire qu'il peignait dans quelque souterrain éclairé par un soupirail.	ART::Guercino  ART::Scuola-Bolognese  LINGUA::French  OPA::Dipinto::Dipinto  OPA::Pittura::Pittura	Viardot, Louis	Viardot, Louis (1852), Les Musées d’Italie, Guide et Memento de l’artiste et du voyageur.	https://books.google.it/books?id=RZQ-AAAAcAAJ&dq=mus%C3%A9e%20de%20bologne&lr&hl=it&pg=PA100#v=onepage&q=bologne&f=false
235:5	Cette lumière d'en haut est effectivement le trait caractéristique de…	LET_Viardot_1852_315	FR  all-doc	Cette lumière d'en haut est effectivement le trait caractéristique de la manière de Guerchin, et l'admirable emploi qu’il en sait faire son plus beau titre de gloire. Probablement il en prit l'idée et l'habitude dans ses rêves d'ardente piété. Mystique jusqu'à l'extase, Guerchin croyait que les anges venaient le visiter et le soutenir dans ses travaux ; il voyait quelquefois Jésus apparaître dans sa gloire ; il l'entendait lui parler avec bonté.	ART::Guercino  ART::Scuola-Bolognese  LINGUA::French  OPA::Dipinto::Dipinto  OPA::Pittura::Pittura	Viardot, Louis	Viardot, Louis (1852), Les Musées d’Italie, Guide et Memento de l’artiste et du voyageur.	https://books.google.it/books?id=RZQ-AAAAcAAJ&dq=mus%C3%A9e%20de%20bologne&lr&hl=it&pg=PA100#v=onepage&q=bologne&f=false
235:6	Un autre disciple direct de cette célèbre école fut Albane (Francesco…	LET_Viardot_1852_315	FR  all-doc	Un autre disciple direct de cette célèbre école fut Albane (Francesco Albani). On sait combien ce maître, au pinceau doux, harmonieux, et qui fut nommé l'Anacréon de la peinture, aimait à représenter en petites proportions des sujets mythologiques où il pouvait placer tout à l'aise des groupes d'amours, de génies, de nymphes et de déesses, qu'il excellait à représenter, et toujours dans de charmants paysages, sous un ciel pur, à l'ombre de grands arbres qui se détachaient sur des lointains vaporeux ornés de fabriques architecturales.	ART::Albani-Francesco  ART::Scuola-Bolognese  LINGUA::French  OPA::Dipinto::Dipinto  OPA::Pittura::Pittura  OPA::Pittura::Soggetti-Pagani	Viardot, Louis	Viardot, Louis (1852), Les Musées d’Italie, Guide et Memento de l’artiste et du voyageur.	https://books.google.it/books?id=RZQ-AAAAcAAJ&dq=mus%C3%A9e%20de%20bologne&lr&hl=it&pg=PA100#v=onepage&q=bologne&f=false
